Venue,Latitude,Longitude,Venue Category,food_group
McDonald's,39.035352,-77.397825,Fast Food Restaurant,Fast Food
McDonald's,39.03808007733364,-77.41403996944426,Fast Food Restaurant,Fast Food
Wendy's,39.02640712087195,-77.39588475669741,Fast Food Restaurant,Fast Food
Blimpie,39.030503,-77.425979,Fast Food Restaurant,Fast Food
Dairy Queen,39.034202,-77.398012,Fast Food Restaurant,Fast Food
Bojangles' Famous Chicken 'n Biscuits,39.025220000000004,-77.40217,Fast Food Restaurant,Fast Food
Corner of Gdub and LoCo,39.05989715601055,-77.44980723210445,Fast Food Restaurant,Fast Food
Costco Food Court,39.023658314630936,-77.40154051479779,Fast Food Restaurant,Fast Food
Subway,39.026140044710026,-77.42141768717192,Fast Food Restaurant,Fast Food
Great Steak,39.03174990434313,-77.42528632697041,Fast Food Restaurant,Fast Food
KFC/Taco Bell,39.03623800364858,-77.40951782753649,Fast Food Restaurant,Fast Food
Chick-fil-A,38.9553843,-76.823408,Fast Food Restaurant,Fast Food
Chick-fil-A,38.9444456,-76.7169567,Fast Food Restaurant,Fast Food
Five Guys,38.94359028523271,-76.73432249723177,Fast Food Restaurant,Fast Food
Red Robin Gourmet Burgers and Brews,38.94423319158377,-76.73298289030622,Fast Food Restaurant,Fast Food
Subway,38.95442298590529,-76.81147260212059,Fast Food Restaurant,Fast Food
Subway,38.94522833924084,-76.71697380635055,Fast Food Restaurant,Fast Food
Dairy Queen,38.943940408622176,-76.73376994183674,Fast Food Restaurant,Fast Food
Panda Express Bowie,38.945909,-76.73667900000002,Fast Food Restaurant,Fast Food
Subway,38.972814421622274,-76.7709924491088,Fast Food Restaurant,Fast Food
Subway,38.980359593121726,-76.73418518163055,Fast Food Restaurant,Fast Food
Subway,38.96527498753586,-76.7940697718093,Fast Food Restaurant,Fast Food
Subway,38.98533467977649,-76.75896891193094,Fast Food Restaurant,Fast Food
Jimmy John's,38.945909,-76.73667900000002,Fast Food Restaurant,Fast Food
KFC,38.989519661567435,-76.82355218217822,Fast Food Restaurant,Fast Food
Taco Bell,38.979777602655005,-76.7327513038367,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,38.97996266143666,-76.7341445265576,Fast Food Restaurant,Fast Food
McDonald's,38.963802299394594,-76.82622148180141,Fast Food Restaurant,Fast Food
KFC,38.985397,-76.757403,Fast Food Restaurant,Fast Food
Time Cafe,38.9922726185314,-76.82580635139932,Fast Food Restaurant,Fast Food
McDS,38.94724125476045,-76.72335115972002,Fast Food Restaurant,Fast Food
Burger King,38.98504529641064,-76.75794214010243,Fast Food Restaurant,Fast Food
McDonald's,38.98934216222583,-76.82305678725244,Fast Food Restaurant,Fast Food
Wendy's,38.94919560655627,-76.71958722174169,Fast Food Restaurant,Fast Food
McDonald's,38.973001841212955,-76.75649911165237,Fast Food Restaurant,Fast Food
McDonald's,38.94964829999999,-76.7188321,Fast Food Restaurant,Fast Food
Five Guys,38.99060450761918,-76.85320274516747,Fast Food Restaurant,Fast Food
Chick-fil-A,38.988141,-76.944981,Fast Food Restaurant,Fast Food
Jimmy John's,38.981259735397366,-76.9380852128827,Fast Food Restaurant,Fast Food
Panda Express,38.94182756855089,-76.90417649474999,Fast Food Restaurant,Fast Food
Subway,38.984515622151896,-76.94938148958397,Fast Food Restaurant,Fast Food
Checkers,38.93972894774714,-76.9337366220498,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,38.95246227939506,-76.87857774661352,Fast Food Restaurant,Fast Food
Subway,38.972348816432785,-76.84789602575388,Fast Food Restaurant,Fast Food
Subway,38.99145793365015,-76.83353650519643,Fast Food Restaurant,Fast Food
Burger King,38.93895487056472,-76.90654926002027,Fast Food Restaurant,Fast Food
Subway,38.9561359636136,-76.94037868713723,Fast Food Restaurant,Fast Food
Subway,38.98414996373012,-76.87745306407464,Fast Food Restaurant,Fast Food
Subway,38.9428989713796,-76.90798488470784,Fast Food Restaurant,Fast Food
Subway,38.956609580713454,-76.86933448207039,Fast Food Restaurant,Fast Food
Bojangles' Famous Chicken 'n Biscuits,38.957266,-76.871158,Fast Food Restaurant,Fast Food
Subway,38.98846530180219,-76.93878133641537,Fast Food Restaurant,Fast Food
Subway,38.942770682656274,-76.90106851465151,Fast Food Restaurant,Fast Food
QDOBA Mexican Eats,38.96755909552077,-76.95244789123534,Fast Food Restaurant,Fast Food
Subway,38.9880284132965,-76.94521241416437,Fast Food Restaurant,Fast Food
Taco Bell,38.94990643040114,-76.88605447860304,Fast Food Restaurant,Fast Food
Five Guys,38.96756050629104,-76.95227294398826,Fast Food Restaurant,Fast Food
Taco Bell,38.994273373127534,-76.9329169173512,Fast Food Restaurant,Fast Food
McDonald's,38.961286,-76.862041,Fast Food Restaurant,Fast Food
Subway,38.981227541892586,-76.93764222569281,Fast Food Restaurant,Fast Food
Subway,38.94645624996932,-76.8621844611942,Fast Food Restaurant,Fast Food
Taco Bell,38.98796287635215,-76.94481282065242,Fast Food Restaurant,Fast Food
Checkers,38.99728994677125,-76.91024735569955,Fast Food Restaurant,Fast Food
Subway Beltway Plaza,38.99937399218274,-76.90861763895248,Fast Food Restaurant,Fast Food
McDonald's,38.99631015189589,-76.90532005858591,Fast Food Restaurant,Fast Food
Burger King,38.96035880568329,-76.86348840594293,Fast Food Restaurant,Fast Food
Burger King,38.990599274520136,-76.85501396656036,Fast Food Restaurant,Fast Food
McDonald's,38.99392066242815,-76.90453561067147,Fast Food Restaurant,Fast Food
McDonald's,38.973336,-76.84638199999998,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,38.9977118453546,-76.90816754949405,Fast Food Restaurant,Fast Food
KFC,38.99716521137873,-76.90925274049283,Fast Food Restaurant,Fast Food
McDonald's,38.99945,-76.91062,Fast Food Restaurant,Fast Food
Cluck U Chicken,38.972850261927455,-76.84638410948433,Fast Food Restaurant,Fast Food
K and K Fastfoods,38.939443,-76.934686,Fast Food Restaurant,Fast Food
Wendy's,38.95660351989145,-76.87244698405266,Fast Food Restaurant,Fast Food
McDonald's,38.998591,-76.895048,Fast Food Restaurant,Fast Food
KFC,38.952696232554494,-76.87788398646728,Fast Food Restaurant,Fast Food
Wendy's,38.993177499539684,-76.87868944843103,Fast Food Restaurant,Fast Food
Wendy's,38.99745149903678,-76.90659821033472,Fast Food Restaurant,Fast Food
Subway - Greenway Center,38.9921481263544,-76.87788257841999,Fast Food Restaurant,Fast Food
Subway,38.9917428,-76.85250500000001,Fast Food Restaurant,Fast Food
Chick-fil-A,38.9482967,-77.0794858,Fast Food Restaurant,Fast Food
Chick-fil-A,38.9971878,-77.02551770000001,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,39.00461192846037,-76.96925741701895,Fast Food Restaurant,Fast Food
Pollo Campero,38.986924,-76.985026,Fast Food Restaurant,Fast Food
Arby's,38.9832595142796,-76.97870852336571,Fast Food Restaurant,Fast Food
Checkers,38.94897039914153,-76.9685443799699,Fast Food Restaurant,Fast Food
Five Guys,38.95860925238621,-77.00146950528861,Fast Food Restaurant,Fast Food
Subway,38.967694070838775,-77.0278185943294,Fast Food Restaurant,Fast Food
Jimmy John's,38.94740269798504,-77.07910984754562,Fast Food Restaurant,Fast Food
Jimmy John's,38.99888308445796,-77.02847681491191,Fast Food Restaurant,Fast Food
Subway,38.994344289777075,-77.02715897630094,Fast Food Restaurant,Fast Food
Subway,39.00657647639023,-77.03908262052836,Fast Food Restaurant,Fast Food
Subway,38.95863558286198,-77.00169603142626,Fast Food Restaurant,Fast Food
Subway,39.01396106635188,-77.03937498852216,Fast Food Restaurant,Fast Food
Subway,38.96922524350249,-77.02356202658477,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,38.95309260599168,-77.02794290851068,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,38.945230978818934,-77.07793441931621,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,38.96796773054164,-76.95745840590524,Fast Food Restaurant,Fast Food
Wendy's,38.98483729030392,-76.98167554576683,Fast Food Restaurant,Fast Food
Arby's,38.966409694064225,-77.07196395794897,Fast Food Restaurant,Fast Food
Subway,38.965491533071976,-77.07625597283356,Fast Food Restaurant,Fast Food
Subway,38.94567215403778,-77.0640022123365,Fast Food Restaurant,Fast Food
Subway,38.968025371101604,-76.95753769213799,Fast Food Restaurant,Fast Food
Subway,38.94107547261808,-77.00067581259236,Fast Food Restaurant,Fast Food
KFC,38.98393411196239,-77.02539255785769,Fast Food Restaurant,Fast Food
Subway,38.95155761005756,-76.96852163012602,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,38.95171353033861,-76.96847357903711,Fast Food Restaurant,Fast Food
Subway,38.98874584164646,-76.98940115010815,Fast Food Restaurant,Fast Food
McDonald's,38.96810825488189,-76.95751681926596,Fast Food Restaurant,Fast Food
Subway,38.97514959480482,-77.01047476681033,Fast Food Restaurant,Fast Food
Subway,39.02055616328335,-77.01239555387791,Fast Food Restaurant,Fast Food
Wendy's,38.96831818553414,-76.98419719934469,Fast Food Restaurant,Fast Food
KFC,38.983451128005974,-76.9788,Fast Food Restaurant,Fast Food
McDonald's,38.949490000000004,-76.993315,Fast Food Restaurant,Fast Food
Subway,38.99320143560585,-77.03293780937426,Fast Food Restaurant,Fast Food
Subway,38.987169314492704,-77.02955812335257,Fast Food Restaurant,Fast Food
McDonald's,38.94297728429532,-77.07741670310503,Fast Food Restaurant,Fast Food
KFC,38.95685269991578,-77.00275591840267,Fast Food Restaurant,Fast Food
Subway,38.947643018357184,-77.07928836380245,Fast Food Restaurant,Fast Food
Burger King,38.98415607739021,-76.97526812553407,Fast Food Restaurant,Fast Food
Taco Bell,38.968581,-76.957427,Fast Food Restaurant,Fast Food
Burger King,38.976053,-77.02887199999999,Fast Food Restaurant,Fast Food
Subway,39.02054476254112,-77.01183779662972,Fast Food Restaurant,Fast Food
Camron Seafood Express,38.9942459383385,-76.95743939834428,Fast Food Restaurant,Fast Food
Guajillo Chalateco,38.96544444473329,-77.02867627143858,Fast Food Restaurant,Fast Food
K and K Fast Foods,38.949021,-76.968562,Fast Food Restaurant,Fast Food
KFC,38.973828000000005,-76.995903,Fast Food Restaurant,Fast Food
Steak Escape,38.968581,-76.957427,Fast Food Restaurant,Fast Food
Subway @ Walter Reed,38.976661,-77.028758,Fast Food Restaurant,Fast Food
Jammin' Island BBQ,38.939775811147896,-77.02756851911546,Fast Food Restaurant,Fast Food
Eddie's Carryout,38.98342,-77.02684,Fast Food Restaurant,Fast Food
McDonald's,39.003783,-76.970437,Fast Food Restaurant,Fast Food
Don Pollo,38.983249596952035,-76.97786096892979,Fast Food Restaurant,Fast Food
Tiger Mart,38.95538498492864,-77.07050838821816,Fast Food Restaurant,Fast Food
Africana Restaurant,38.998304,-77.003091,Fast Food Restaurant,Fast Food
Chicken and Steak,38.992391999999995,-77.02654100000001,Fast Food Restaurant,Fast Food
Checkers,38.98237441978271,-76.97910978042731,Fast Food Restaurant,Fast Food
Rex Carryout,38.95628684132244,-77.00288256907635,Fast Food Restaurant,Fast Food
McDowell's,38.968171510590615,-77.02466012961757,Fast Food Restaurant,Fast Food
KFC,38.95593109931039,-76.96577174416295,Fast Food Restaurant,Fast Food
Burger King,38.94730458995021,-77.0657648309133,Fast Food Restaurant,Fast Food
Taco Bell,38.984040063174575,-77.02559831825215,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,38.96688617294323,-77.00203319186949,Fast Food Restaurant,Fast Food
Subway,38.945478869533936,-76.97816379132213,Fast Food Restaurant,Fast Food
Jimmy John's,38.980837826219506,-77.09371715784074,Fast Food Restaurant,Fast Food
Five Guys,38.98094876549696,-77.0970153914752,Fast Food Restaurant,Fast Food
Subway,38.955831672082255,-77.08324585134308,Fast Food Restaurant,Fast Food
Subway,38.94928268851378,-77.11919925975224,Fast Food Restaurant,Fast Food
Subway,39.00227157176044,-77.09344293613708,Fast Food Restaurant,Fast Food
Subway,38.976651000000004,-77.19481800000001,Fast Food Restaurant,Fast Food
Wendy's,38.99792260418248,-77.09451377391815,Fast Food Restaurant,Fast Food
Quiznos,38.983812062346075,-77.09516286849977,Fast Food Restaurant,Fast Food
Subway,38.9596015361416,-77.08578806929415,Fast Food Restaurant,Fast Food
Subway,38.982126322948396,-77.09711535337641,Fast Food Restaurant,Fast Food
Subway,38.98201501251511,-77.09269359892573,Fast Food Restaurant,Fast Food
Burger King,38.95226889787248,-77.14518165588377,Fast Food Restaurant,Fast Food
McDonald's,38.998442115385636,-77.09277452700181,Fast Food Restaurant,Fast Food
The Pantry,38.991504,-77.096299,Fast Food Restaurant,Fast Food
chipolte,38.986197,-77.095061,Fast Food Restaurant,Fast Food
Stonyman Gourmet Farmer,38.97962432701232,-77.08793163299559,Fast Food Restaurant,Fast Food
Subway,38.986776,-77.096654,Fast Food Restaurant,Fast Food
Food Court,38.99618663301869,-77.09912687156947,Fast Food Restaurant,Fast Food
McDonald's,38.96012605424907,-77.08607254553499,Fast Food Restaurant,Fast Food
Five Guys,39.017470192767405,-77.2104941484596,Fast Food Restaurant,Fast Food
Subway,38.99732795661989,-77.28777464388021,Fast Food Restaurant,Fast Food
McDonald's,38.94558216335564,-77.20520150912428,Fast Food Restaurant,Fast Food
Chick-fil-A,39.0160378,-77.3761268,Fast Food Restaurant,Fast Food
Chick-fil-A,38.954598299999994,-77.3665755,Fast Food Restaurant,Fast Food
Chick-fil-A,39.007070500000005,-77.4380676,Fast Food Restaurant,Fast Food
Firehouse Subs,39.015636,-77.375003,Fast Food Restaurant,Fast Food
Five Guys,38.952284888476385,-77.34895616134156,Fast Food Restaurant,Fast Food
Subway,38.952687,-77.44575,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,38.94783224427175,-77.35737424184137,Fast Food Restaurant,Fast Food
Subway,38.95889688382432,-77.36085394359816,Fast Food Restaurant,Fast Food
Subway,38.9386891273273,-77.33048997790983,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,38.968344912494395,-77.3743419873463,Fast Food Restaurant,Fast Food
SUBWAY,38.94543637882524,-77.44137446209973,Fast Food Restaurant,Fast Food
Dairy Queen,38.97074443559407,-77.38569899478534,Fast Food Restaurant,Fast Food
Subway,39.01241002947601,-77.37289936995734,Fast Food Restaurant,Fast Food
Pei Wei,39.005792,-77.438581,Fast Food Restaurant,Fast Food
Taco Bell,38.95110147245454,-77.33441170087113,Fast Food Restaurant,Fast Food
Subway,38.9652962782325,-77.44601487198891,Fast Food Restaurant,Fast Food
Subway,38.98519162127671,-77.3641406855977,Fast Food Restaurant,Fast Food
Subway,38.95023638584506,-77.40970806516145,Fast Food Restaurant,Fast Food
Subway,39.01838725519978,-77.37713842595242,Fast Food Restaurant,Fast Food
Subway,38.95421480946907,-77.36791219526188,Fast Food Restaurant,Fast Food
Subway,38.9683194696857,-77.37377797575789,Fast Food Restaurant,Fast Food
Subway,39.00881001639094,-77.41680476037509,Fast Food Restaurant,Fast Food
Taco Bell,38.95899508767037,-77.40312740435206,Fast Food Restaurant,Fast Food
Subway,38.978375310753506,-77.43501930963895,Fast Food Restaurant,Fast Food
Jimmy John's,38.96827719675402,-77.37539680099252,Fast Food Restaurant,Fast Food
Subway,38.952778,-77.35122199999999,Fast Food Restaurant,Fast Food
Subway,38.97849639882856,-77.35038510735241,Fast Food Restaurant,Fast Food
Subway,38.95772731078089,-77.40161587479884,Fast Food Restaurant,Fast Food
Wendy's,38.959260799999996,-77.4026839,Fast Food Restaurant,Fast Food
Jack in the Box,38.965956,-77.381614,Fast Food Restaurant,Fast Food
McDonald's,38.965988962915155,-77.3961114138365,Fast Food Restaurant,Fast Food
KFC,38.99886583099749,-77.40688005828382,Fast Food Restaurant,Fast Food
KFC,38.96383,-77.398865,Fast Food Restaurant,Fast Food
Subway,38.97753362094764,-77.41053283272727,Fast Food Restaurant,Fast Food
Taco Bell,38.999424646486524,-77.4059231510113,Fast Food Restaurant,Fast Food
California Tortilla,38.978651684009094,-77.3499763208816,Fast Food Restaurant,Fast Food
Burger King,38.9794169,-77.4228618,Fast Food Restaurant,Fast Food
Burger King,38.95189600000001,-77.349265,Fast Food Restaurant,Fast Food
Subway,38.9528178,-77.4485707,Fast Food Restaurant,Fast Food
Blimpie,38.991341999999996,-77.425587,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,38.947845,-77.35755400000002,Fast Food Restaurant,Fast Food
Subway,38.99758724805932,-77.40356261125561,Fast Food Restaurant,Fast Food
Fast Food Dining,38.948974383178225,-77.44958311587915,Fast Food Restaurant,Fast Food
Burgerking,38.97493187469487,-77.35127738263456,Fast Food Restaurant,Fast Food
Chick-fil-A,38.95423219603393,-77.3876599084477,Fast Food Restaurant,Fast Food
Grill Kabob Reston,38.95189600000001,-77.349265,Fast Food Restaurant,Fast Food
Reston Sunoco/Subway,38.95427882387426,-77.36800200080756,Fast Food Restaurant,Fast Food
Wendy's,38.94879387627849,-77.44953829258162,Fast Food Restaurant,Fast Food
Burger King,39.008571661910075,-77.43707746267319,Fast Food Restaurant,Fast Food
Subway,38.894972880635116,-76.82347767306607,Fast Food Restaurant,Fast Food
Subway,38.900845386457576,-76.79602635071745,Fast Food Restaurant,Fast Food
Subway,38.93557685941268,-76.72045408020858,Fast Food Restaurant,Fast Food
Subway,38.90888982109188,-76.71991162767705,Fast Food Restaurant,Fast Food
Jerry Yum's,38.897876226691935,-76.82329132986985,Fast Food Restaurant,Fast Food
KFC,38.899530118561714,-76.79144465950719,Fast Food Restaurant,Fast Food
Nothin But Kakes,38.896511,-76.740669,Fast Food Restaurant,Fast Food
City Works Chicken,38.92092061445819,-76.79833873784035,Fast Food Restaurant,Fast Food
Jerry's Subs & Pizza,38.90012540257081,-76.79167927784302,Fast Food Restaurant,Fast Food
McDonald's,38.900055182021475,-76.79527178406715,Fast Food Restaurant,Fast Food
Wendy's,38.900106,-76.791226,Fast Food Restaurant,Fast Food
Chick-fil-A,38.9044937,-76.8482089,Fast Food Restaurant,Fast Food
Krispy Kreme Doughnuts,38.8900429,-76.85470730000002,Fast Food Restaurant,Fast Food
Chick-fil-A,38.8696464,-76.8487767,Fast Food Restaurant,Fast Food
Chick-fil-A,38.9199941,-76.9536372,Fast Food Restaurant,Fast Food
Subway,38.93426949772104,-76.95071960607818,Fast Food Restaurant,Fast Food
Subway,38.86935907597822,-76.89271889492376,Fast Food Restaurant,Fast Food
Subway,38.88924478068288,-76.9367137210159,Fast Food Restaurant,Fast Food
Subway,38.88752489096146,-76.8998363418994,Fast Food Restaurant,Fast Food
Subway,38.899091,-76.93358,Fast Food Restaurant,Fast Food
Subway,38.91500156082365,-76.88256661699165,Fast Food Restaurant,Fast Food
Subway,38.894534680454825,-76.94997967410579,Fast Food Restaurant,Fast Food
Subway,38.87270427946778,-76.92975616545863,Fast Food Restaurant,Fast Food
Subway,38.926186626431495,-76.88538029995908,Fast Food Restaurant,Fast Food
Burger King,38.9355028,-76.94828220000001,Fast Food Restaurant,Fast Food
Subway,38.90152712997882,-76.83409375337294,Fast Food Restaurant,Fast Food
Subway,38.889511313562004,-76.8715963411949,Fast Food Restaurant,Fast Food
Subway,38.86984195279505,-76.84790716644879,Fast Food Restaurant,Fast Food
Subway,38.92201245657174,-76.84741196379109,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,38.915391666360605,-76.8834583485345,Fast Food Restaurant,Fast Food
McDonald's,38.890857461624776,-76.85453653335577,Fast Food Restaurant,Fast Food
McDonald's,38.902315887255895,-76.83645533946445,Fast Food Restaurant,Fast Food
McDonald's,38.936276,-76.946822,Fast Food Restaurant,Fast Food
Sonic Drive-In,38.87062078990593,-76.8515753746032,Fast Food Restaurant,Fast Food
KFC,38.931928230114934,-76.90212088431694,Fast Food Restaurant,Fast Food
Taco Bell,38.903024566503746,-76.83484645035081,Fast Food Restaurant,Fast Food
Bojangles' Famous Chicken 'n Biscuits,38.901893,-76.837227,Fast Food Restaurant,Fast Food
Long John Silver's,38.89053191122428,-76.85129555858288,Fast Food Restaurant,Fast Food
Taco Bell,38.889349912559894,-76.86372238978075,Fast Food Restaurant,Fast Food
Wendy's,38.923125,-76.869046,Fast Food Restaurant,Fast Food
Checkers,38.9261834,-76.8861343,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,38.92768849019775,-76.88178901252971,Fast Food Restaurant,Fast Food
McDonald's,38.893414,-76.94987900000001,Fast Food Restaurant,Fast Food
New York Chicken,38.874177,-76.932705,Fast Food Restaurant,Fast Food
Golden skillet,38.85690141057681,-76.90379825170898,Fast Food Restaurant,Fast Food
NY Chicken & Fish,38.931867090858496,-76.90188174095445,Fast Food Restaurant,Fast Food
Five Guys,38.891400256227584,-76.89261317253113,Fast Food Restaurant,Fast Food
Burger Delight,38.93013417545042,-76.93114143974607,Fast Food Restaurant,Fast Food
Wings 2 Go,38.86488605979835,-76.95029385461456,Fast Food Restaurant,Fast Food
KFC,38.889264217031375,-76.86364512278567,Fast Food Restaurant,Fast Food
Checkers,38.890611,-76.850347,Fast Food Restaurant,Fast Food
Five Guys,38.856038559849246,-77.04252212515237,Fast Food Restaurant,Fast Food
Chick-fil-A,38.8978032,-77.0060493,Fast Food Restaurant,Fast Food
Chick-fil-A,38.8584135,-77.04485319999998,Fast Food Restaurant,Fast Food
Muncheez,38.904612645863814,-77.06275853457078,Fast Food Restaurant,Fast Food
Duccini's,38.916813012232936,-77.04127728939055,Fast Food Restaurant,Fast Food
The Little Beet,38.896571,-77.07105899999999,Fast Food Restaurant,Fast Food
Five Guys,38.901263136223854,-77.03221826533583,Fast Food Restaurant,Fast Food
LEON,38.903591,-77.040848,Fast Food Restaurant,Fast Food
Tony's Place,38.900050539752776,-76.9853636062453,Fast Food Restaurant,Fast Food
Bojangles' Famous Chicken 'n Biscuits,38.8980641,-77.0063275,Fast Food Restaurant,Fast Food
Jimmy John's,38.89905405603341,-77.0399613727007,Fast Food Restaurant,Fast Food
Subway,38.93278643223389,-76.99121651165676,Fast Food Restaurant,Fast Food
Jimmy John's,38.898367859888666,-77.02855990362616,Fast Food Restaurant,Fast Food
California Tortilla,38.89616597448303,-77.04276582287447,Fast Food Restaurant,Fast Food
Chick-fil-A,38.897294403621956,-77.02112874712033,Fast Food Restaurant,Fast Food
Subway,38.903574741462286,-77.03930222684903,Fast Food Restaurant,Fast Food
Subway,38.900248013210565,-76.98164974354881,Fast Food Restaurant,Fast Food
Subway,38.86337063496832,-77.06060329112097,Fast Food Restaurant,Fast Food
Jimmy John's,38.89390353929019,-77.0744989311643,Fast Food Restaurant,Fast Food
Subway,38.9362026306009,-77.05928202554037,Fast Food Restaurant,Fast Food
Jimmy John's,38.916807,-77.032573,Fast Food Restaurant,Fast Food
Jimmy John's,38.90389799830653,-77.03169643878938,Fast Food Restaurant,Fast Food
Red Robin Gourmet Burgers and Brews,38.883885109155884,-77.02517183414459,Fast Food Restaurant,Fast Food
Merzi,38.89528,-77.02167,Fast Food Restaurant,Fast Food
Subway Cafe,38.8767221223999,-77.00794108032932,Fast Food Restaurant,Fast Food
Subway,38.903134690638424,-77.02685824128378,Fast Food Restaurant,Fast Food
Church's Chicken,38.884038764681655,-77.02506791058258,Fast Food Restaurant,Fast Food
Subway Cafe,38.8969513,-77.0125226,Fast Food Restaurant,Fast Food
Subway,38.86683349659789,-76.98464548647814,Fast Food Restaurant,Fast Food
Subway,38.90040141879789,-77.00965598718972,Fast Food Restaurant,Fast Food
Subway,38.902890717159316,-77.00667601955398,Fast Food Restaurant,Fast Food
Subway- Golden Triangle,38.903957960434745,-77.0492710404054,Fast Food Restaurant,Fast Food
Subway,38.86010488527437,-76.96529598734759,Fast Food Restaurant,Fast Food
Subway,38.869593679050425,-77.05423058442038,Fast Food Restaurant,Fast Food
Subway,38.93080602062168,-77.03841525486848,Fast Food Restaurant,Fast Food
Subway,38.896685999999995,-77.051247,Fast Food Restaurant,Fast Food
Subway,38.902069953619225,-77.03815521473256,Fast Food Restaurant,Fast Food
Subway,38.88704550261031,-77.01066142271918,Fast Food Restaurant,Fast Food
Subway,38.87333579999999,-77.0790012,Fast Food Restaurant,Fast Food
Subway,38.86828,-77.06828,Fast Food Restaurant,Fast Food
Subway,38.87670719925383,-76.99444886555402,Fast Food Restaurant,Fast Food
Subway,38.9002690145851,-76.98474614863936,Fast Food Restaurant,Fast Food
Subway,38.907877584111596,-77.00368401100411,Fast Food Restaurant,Fast Food
Subway At Georgetown Hospital,38.909745670144346,-77.0744202817808,Fast Food Restaurant,Fast Food
Subway,38.88288082582803,-76.9947284671793,Fast Food Restaurant,Fast Food
Subway,38.9049468764081,-77.04126251184215,Fast Food Restaurant,Fast Food
Subway,38.905696254095815,-77.04621191033561,Fast Food Restaurant,Fast Food
Yum's II,38.90950827421085,-77.031967160547,Fast Food Restaurant,Fast Food
Subway,38.903044278648665,-77.03191938381892,Fast Food Restaurant,Fast Food
McDonald's,38.896246000000005,-77.071281,Fast Food Restaurant,Fast Food
Subway,38.89559614279285,-77.07394476504587,Fast Food Restaurant,Fast Food
Subway,38.894819864610135,-77.01907485643068,Fast Food Restaurant,Fast Food
Subway,38.88434003330083,-77.06303758121669,Fast Food Restaurant,Fast Food
Subway,38.909609789856376,-77.07453075945169,Fast Food Restaurant,Fast Food
Subway,38.88698708880235,-77.02563928014051,Fast Food Restaurant,Fast Food
Subway,38.910701,-77.009455,Fast Food Restaurant,Fast Food
Subway,38.88680692775415,-77.00472757625113,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,38.90806165699093,-77.03206902986501,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,38.930380508740996,-76.9590372422751,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,38.92394718433956,-77.04041313408766,Fast Food Restaurant,Fast Food
Subway,38.883814,-77.02440899999999,Fast Food Restaurant,Fast Food
Subway,38.858330200000005,-77.0502138,Fast Food Restaurant,Fast Food
Quiznos,38.876993,-76.994635,Fast Food Restaurant,Fast Food
Checkers,38.917710380630716,-76.9718737900257,Fast Food Restaurant,Fast Food
Subway Sandwich Shop,38.86992100000001,-76.96008,Fast Food Restaurant,Fast Food
Subway,38.873527547777115,-76.9929879518966,Fast Food Restaurant,Fast Food
Chick-fil-A,38.868733500000005,-77.1440477,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,38.86850588481176,-77.1460965304258,Fast Food Restaurant,Fast Food
Five Guys,38.868622866749575,-77.14536865144395,Fast Food Restaurant,Fast Food
Five Guys,38.89072707075007,-77.08728725408685,Fast Food Restaurant,Fast Food
Chick-fil-A,38.878688000000004,-77.111358,Fast Food Restaurant,Fast Food
Jimmy John's,38.894911094202335,-77.19227567948226,Fast Food Restaurant,Fast Food
Jimmy John's,38.878108044187,-77.10809269186139,Fast Food Restaurant,Fast Food
Red Robin Gourmet Burgers and Brews,38.870071560591505,-77.15357838009244,Fast Food Restaurant,Fast Food
Jimmy John's,38.886417,-77.097669,Fast Food Restaurant,Fast Food
Subway,38.880466936771896,-77.10767812640995,Fast Food Restaurant,Fast Food
Subway,38.880092773921454,-77.17274808343241,Fast Food Restaurant,Fast Food
Baja Fresh,38.893588,-77.187354,Fast Food Restaurant,Fast Food
Subway,38.87384382479208,-77.10475202453541,Fast Food Restaurant,Fast Food
Subway,38.8964,-77.10663000000001,Fast Food Restaurant,Fast Food
Burger King,38.86073734536436,-77.09486849606037,Fast Food Restaurant,Fast Food
Subway,38.91912783222616,-77.14984451094733,Fast Food Restaurant,Fast Food
Popeyes Louisiana Kitchen,38.856061723472244,-77.11311107987451,Fast Food Restaurant,Fast Food
Boston Market,38.934740907008994,-77.17687153819492,Fast Food Restaurant,Fast Food
All About Burger,38.88358463176857,-77.09976106023802,Fast Food Restaurant,Fast Food
